iter	Logloss
743	0.2359835659
744	0.2359799641
745	0.2359655425
746	0.2359601469
747	0.2359316758
748	0.2359208904
749	0.2359101602
750	0.2358921772
751	0.2358579509
752	0.235833433
753	0.2358100733
754	0.2357256656
755	0.235674763
756	0.2356659502
757	0.2355790465
758	0.2355274795
759	0.2354801364
760	0.2353804689
761	0.2353206267
762	0.2352601727
763	0.2352264916
764	0.2352091609
765	0.235117271
766	0.2350893663
767	0.2350357213
768	0.2350050377
769	0.2349932708
770	0.2349658613
771	0.234879863
772	0.2348254302
773	0.2347921597
774	0.2347801655
775	0.2347550502
776	0.2347437986
777	0.2346967826
778	0.2346570543
779	0.2346328796
780	0.2345626677
781	0.2345248971
782	0.2344493871
783	0.2344182421
784	0.2343997431
785	0.2343361554
786	0.2342711036
787	0.2342469515
788	0.2342042894
789	0.2341950474
790	0.23418934
791	0.2341742971
792	0.2341311993
793	0.2341050047
794	0.2340756949
795	0.2340513037
796	0.2339821333
797	0.2339305126
798	0.2338762802
799	0.2338459181
800	0.2338241465
801	0.2338139342
802	0.2338023684
803	0.2337531354
804	0.2336908485
805	0.2336814665
806	0.2336556082
807	0.2336352088
808	0.233613062
809	0.2335954315
810	0.2335605466
811	0.2335516496
812	0.2335269827
813	0.2335227874
814	0.2335019593
815	0.2334144173
816	0.2333916404
817	0.2333699694
818	0.2333571114
819	0.2332876426
820	0.2332403597
821	0.2331745503
822	0.2331688978
823	0.233142513
824	0.2330794519
825	0.2330714078
826	0.2330548511
827	0.2330300159
828	0.2330152798
829	0.2329860597
830	0.2329605785
831	0.2329575463
832	0.2329253305
833	0.2328682305
834	0.2328543604
835	0.2328309457
836	0.2328063841
837	0.2327596519
838	0.2327322767
839	0.232666152
840	0.2326515826
841	0.2326312635
842	0.2325860153
843	0.2325763694
844	0.2325164881
845	0.2324705302
846	0.2324577568
847	0.2324484642
848	0.2324376327
849	0.2324192078
850	0.2323999439
851	0.2323901875
852	0.23238023
853	0.2323695698
854	0.2323670058
855	0.2323559754
856	0.232351606
857	0.2323477474
858	0.2322983726
859	0.2322607288
860	0.2322413318
861	0.2322342322
862	0.232211727
863	0.2321964201
864	0.2321805871
865	0.2321620581
866	0.2321066232
867	0.2321000292
868	0.2320814178
869	0.2320422633
870	0.231964121
871	0.2319466262
872	0.2319426701
873	0.231892417
874	0.2318576543
875	0.2318400029
876	0.2318328738
877	0.2317622657
878	0.231724398
879	0.2316771361
880	0.2316581721
881	0.2316133524
882	0.2315731316
883	0.2315323581
884	0.2315189936
885	0.2314800907
886	0.2314358556
887	0.2314161808
888	0.2313801527
889	0.2313254957
890	0.2312508039
891	0.2311567096
892	0.2310919796
893	0.2310736675
894	0.2310608941
895	0.2310418428
896	0.2310319464
897	0.2310099565
898	0.2309228383
899	0.2309126353
900	0.23088962
901	0.2308537136
902	0.2308140712
903	0.2308046245
904	0.2307993666
905	0.2307331345
906	0.2306778164
907	0.2306693447
908	0.2306580525
909	0.230634998
910	0.2306151742
911	0.2306050675
912	0.2305819144
913	0.2305630469
914	0.2305515125
915	0.2305492293
916	0.2305345297
917	0.2305196516
918	0.2304978143
919	0.2304883823
920	0.2304619607
921	0.2304266788
922	0.2304067058
923	0.2303786877
924	0.2303718052
925	0.2303243545
926	0.2303198396
927	0.2302809232
928	0.2302742949
929	0.2302332478
930	0.2302298882
931	0.2301704795
932	0.230161844
933	0.2301305605
934	0.2301220725
935	0.2301055856
936	0.2300803117
937	0.2300229733
938	0.2299901539
939	0.2299699929
940	0.2298963845
941	0.2298629908
942	0.2298551585
943	0.2298006366
944	0.2297903945
945	0.229742417
946	0.2297010855
947	0.2296943794
948	0.2296831141
949	0.2296529458
950	0.2295846192
951	0.2295323216
952	0.2294998113
953	0.2294386133
954	0.2293988455
955	0.2293512419
956	0.2293057456
957	0.2292928308
958	0.2292858451
959	0.2292433038
960	0.2292190188
961	0.229213064
962	0.2291984603
963	0.229153297
964	0.2290962742
965	0.2290665195
966	0.2290441755
967	0.2290352314
968	0.2290017895
969	0.2289827413
970	0.2289439673
971	0.228905523
972	0.2288835032
973	0.2288514406
974	0.2288288343
975	0.2287771222
976	0.2287498816
977	0.2286824201
978	0.2286761346
979	0.228662657
980	0.2286397485
981	0.2286183811
982	0.2286026576
983	0.2285854535
984	0.2285494882
985	0.2285334418
986	0.2285132043
987	0.2284849574
988	0.2284550067
989	0.2284121516
990	0.2283904998
991	0.2283447346
992	0.2283370385
993	0.228304553
994	0.22827712
995	0.2282355835
996	0.2282208468
997	0.2282077091
998	0.2281999689
999	0.2281604859
